Data as of 2025-03-22
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
ADVE,Matthews Asia Dividend Active ETF,Equity,"$3,327,200",774,$33.06,false,False,false,false,0.21%,1.36%,3.27%,6.93%,N/A,N/A,$0.0,$0.0,$0.0,$1.60235,$1.60235,$1.60235,Asia Pacific Equities,2023-09-22,0.79%,$1.92,2024-12-18,$1.44,5.80%,Annually,1.21%,N/A,N/A,30.35%,15.01%,13.62%,12.65%,Matthews International Capital Management,62,30.86%,40.21%,89.02%,40%,20%,1099,$31.87,$33.53,$33.06,$33.06,55.44,N/A,B-,N/A,N/A,N/A,N/A,N/A,6.73,43.55%,60.81%,61.43,6.62%,10.39%
ASIA,Matthews Pacific Tiger Active ETF,Equity,"$54,716,000","34,066",$26.73,false,False,false,false,-0.90%,-2.05%,2.18%,7.00%,N/A,N/A,$0.0,$0.0,-$18.5,-$34.06925,$45.9788,$45.9788,Asia Pacific Equities,2023-09-22,0.79%,$0.15,2024-12-18,$0.15,0.56%,Annually,1.06%,N/A,N/A,52.53%,26.18%,21.82%,19.35%,Matthews International Capital Management,77,37.46%,46.89%,87.46%,40%,20%,1099,$25.90,$27.58,$26.65,$26.81,50.18,N/A,B-,N/A,N/A,N/A,N/A,N/A,6.24,22.02%,41.69%,332.87,1.29%,2.78%
EMSF,Matthews Emerging Markets Sustainable Future Active ETF,Equity,"$26,800,200","6,564",$25.11,false,False,false,false,-1.02%,-3.11%,3.63%,-0.26%,N/A,N/A,$0.0,$0.0,$1.22515,$7.50025,$24.88495,$24.88495,Emerging Markets Equities,2023-09-22,0.79%,$0.80,2024-12-18,$0.80,3.15%,Annually,0.88%,N/A,N/A,44.78%,25.42%,22.42%,20.25%,Matthews International Capital Management,56,45.29%,56.69%,98.85%,40%,20%,1099,$24.45,$25.93,$25.08,$25.16,49.82,N/A,B-,N/A,N/A,N/A,N/A,N/A,5.75,11.97%,31.16%,411.8,0.00%,8.73%
INDE,Matthews India Active ETF,Equity,"$13,041,100","10,533",$27.73,false,False,false,false,6.14%,2.27%,-7.04%,0.50%,N/A,N/A,$0.0,$0.0,$0.0,$7.5589,$13.14806,$13.14806,Asia Pacific Equities,2023-09-22,0.79%,$0.17,2024-12-18,$0.17,0.61%,Annually,1.77%,N/A,N/A,44.21%,15.74%,17.38%,15.72%,Matthews International Capital Management,61,46.33%,59.15%,95.89%,40%,20%,1099,$25.48,$27.44,$27.68,$27.80,56.79,N/A,B-,N/A,N/A,N/A,N/A,N/A,6.26,93.86%,42.34%,205.53,0.67%,4.13%
JPAN,Matthews Japan Active ETF,Equity,"$5,029,300","1,500",$31.72,false,False,false,false,1.69%,0.77%,3.65%,5.26%,N/A,N/A,$0.0,$2.51364,$2.51364,$2.48312,$3.64888,$3.64888,Asia Pacific Equities,2023-09-22,0.79%,$0.47,2024-12-18,$0.47,1.48%,Annually,1.07%,N/A,N/A,43.42%,18.29%,16.58%,14.94%,Matthews International Capital Management,48,42.05%,55.54%,99.99%,40%,20%,1099,$30.26,$31.91,$31.65,$31.76,56.82,N/A,B-,N/A,N/A,N/A,N/A,N/A,7.52,76.44%,88.53%,67.51,13.08%,7.01%
PYPY,YieldMax PYPL Option Income Strategy ETF,Equity,"$55,277,200","61,816",$13.92,false,False,false,false,2.20%,-6.58%,-14.81%,16.53%,N/A,N/A,-$0.686995,$2.70781,$14.378515,$59.034405,$72.238368,$72.238368,n/a,2023-09-26,1.01%,$8.24,2025-03-06,$0.38,59.64%,Monthly,1.84%,N/A,N/A,143.73%,30.89%,37.41%,31.63%,Tidal Financial Group,9,100.01%,100.01%,100.01%,40%,20%,1099,$13.08,$14.43,$13.76,$14.03,43.67,A-,C,N/A,C,B,A,N/A,5.85,40.56%,32.57%,1.81,0.00%,0.00%
BAMG,Brookstone Growth Stock ETF,Equity,"$98,421,800","19,570",$32.54,false,False,false,false,0.77%,-9.00%,-5.10%,9.37%,N/A,N/A,-$2.5712,$0.3753,$3.1149,$17.1422,$82.1508,$82.1508,n/a,2023-09-27,0.95%,$0.43,2024-12-27,$0.40,1.31%,Quarterly,2.26%,N/A,N/A,37.23%,21.96%,17.46%,16.18%,AmeriLife,31,35.04%,51.77%,100.01%,40%,20%,1099,$31.22,$35.06,$32.28,$32.67,40.28,B,C+,N/A,B-,B-,B-,N/A,6.33,21.31%,44.63%,27.71,10.13%,5.49%
BAMV,Brookstone Value Stock ETF,Equity,"$89,512,900","14,744",$31.39,false,False,false,false,1.13%,-1.63%,3.17%,8.77%,N/A,N/A,$1.5796,$2.5834,$4.7589,$10.2727,$74.4754,$74.4754,n/a,2023-09-27,0.95%,$1.14,2025-02-28,$0.09,3.64%,Quarterly,1.37%,N/A,N/A,60.66%,13.93%,12.18%,12.15%,AmeriLife,31,35.21%,52.11%,99.98%,40%,20%,1099,$30.80,$32.03,$31.38,$31.41,49.83,B,C+,N/A,B,B-,B-,N/A,5.93,49.97%,34.73%,37.83,14.46%,0.42%
DFAW,Dimensional World Equity ETF,Equity,"$630,407,000","59,851",$61.98,false,False,false,false,0.34%,-4.96%,-0.77%,6.85%,N/A,N/A,-$0.003049,$4.819515,$78.379709,$288.382021,$573.885347,$573.885347,n/a,2023-09-26,0.25%,$0.92,2024-12-19,$0.30,1.48%,Quarterly,2.68%,N/A,N/A,10.70%,16.95%,14.18%,13.14%,Dimensional,5,100.01%,100.01%,100.01%,40%,20%,1099,$60.50,$64.42,$61.72,$62.13,44.56,A-,A-,N/A,B,B+,B-,N/A,6.49,15.30%,50.92%,128.26,8.32%,6.89%
GGM,GGM Macro Alignment ETF,Equity,"$19,462,500",418,$25.71,false,False,false,false,-0.10%,-9.02%,-5.89%,-3.26%,N/A,N/A,$0.0,$0.0,$0.0,$0.9946,$18.3962,$18.3962,n/a,2023-09-26,0.91%,$0.38,2024-12-26,$0.38,1.46%,Quarterly,1.06%,N/A,N/A,27.35%,19.38%,16.78%,15.20%,Grant/GrossMendelsohn LLC,6,100.01%,100.01%,100.01%,40%,20%,1099,$25.07,$27.43,$25.71,$25.71,37.83,C+,C+,N/A,B-,C+,B-,N/A,6.59,63.06%,54.80%,44.07,15.76%,7.79%
CGDG,Capital Group Dividend Growers ETF,Equity,"$1,794,890,000","307,411",$31.12,false,False,false,false,0.58%,-0.89%,4.99%,11.26%,N/A,N/A,$29.775262,$86.127125,$267.26131,"$1,441.922535","$1,665.040318","$1,665.040318",n/a,2023-09-26,0.47%,$0.64,2024-12-26,$0.17,2.03%,Quarterly,1.20%,N/A,N/A,27.20%,12.91%,11.67%,11.09%,The Capital Group Companies,92,25.37%,33.53%,73.87%,40%,20%,1099,$30.62,$31.56,$30.97,$31.22,52.41,A,B+,N/A,B+,A-,B,N/A,7.26,56.36%,81.81%,103.09,24.86%,1.82%
AVLC,Avantis U.S. Large Cap Equity ETF,Equity,"$511,685,000","41,397",$65.09,false,False,false,false,0.73%,-7.56%,-3.64%,6.63%,N/A,N/A,$0.0,$57.489894,$67.023612,$271.839662,$301.851886,$301.851886,n/a,2023-09-26,0.15%,$0.73,2024-12-17,$0.23,1.13%,Quarterly,3.62%,N/A,N/A,10.38%,20.16%,16.27%,15.16%,American Century Investments,906,26.73%,30.72%,46.30%,40%,20%,1099,$62.63,$69.34,$64.64,$65.33,41.56,A-,A,N/A,B,A-,B,N/A,6.48,46.62%,50.26%,123.7,9.49%,6.28%
BALI,iShares Advantage Large Cap Income ETF,Equity,"$246,738,000","78,890",$28.94,false,False,false,false,0.31%,-6.26%,-3.14%,8.21%,N/A,N/A,$1.733449,$7.675867,$62.846583,$232.107257,$243.457993,$243.457993,n/a,2023-09-26,0.35%,$2.19,2025-03-03,$0.21,7.57%,Monthly,1.51%,N/A,N/A,3.81%,17.00%,13.78%,13.08%,"BlackRock, Inc.",189,35.81%,43.11%,78.88%,40%,20%,1099,$28.08,$30.63,$28.77,$29.03,41.53,B+,A-,N/A,B+,A-,A-,N/A,6.48,67.11%,50.29%,93.34,8.53%,5.91%
BAMA,Brookstone Active ETF,Multi-Asset,"$39,953,200","7,785",$30.01,false,False,false,false,0.33%,-4.65%,-1.90%,6.49%,N/A,N/A,$0.0,$0.6172,$0.9202,$2.0955,$33.8988,$33.8988,n/a,2023-09-28,0.99%,$0.46,2024-12-27,$0.12,1.52%,Quarterly,1.19%,N/A,N/A,7.01%,13.60%,11.22%,10.04%,AmeriLife,6,100.00%,100.00%,100.00%,40%,20%,1099,$29.31,$31.22,$29.90,$30.07,42.82,B-,C,N/A,B+,B-,B-,N/A,6.27,10.56%,42.65%,99.65,8.55%,4.63%
BAMD,Brookstone Dividend Stock ETF,Equity,"$91,983,500","15,826",$31.82,false,False,false,false,0.14%,-0.32%,1.37%,17.38%,N/A,N/A,$0.0,$1.548,$2.1662,$11.8934,$74.1077,$74.1077,n/a,2023-09-28,0.95%,$1.37,2025-02-28,$0.20,4.30%,Quarterly,2.07%,N/A,N/A,64.03%,17.06%,14.37%,13.73%,AmeriLife,31,35.96%,52.65%,99.98%,40%,20%,1099,$31.30,$32.53,$31.74,$31.87,50.14,B+,C+,N/A,B,B,B,N/A,7.21,97.09%,80.17%,560.25,19.99%,3.68%
BAMO,Brookstone Opportunities ETF,Multi-Asset,"$37,346,400","6,510",$29.68,false,False,false,false,0.47%,-4.91%,-2.08%,6.21%,N/A,N/A,$0.0,-$0.003,$0.5918,$2.0462,$32.0611,$32.0611,n/a,2023-09-28,1.06%,$0.47,2024-12-27,$0.11,1.58%,Quarterly,1.17%,N/A,N/A,6.42%,14.57%,11.69%,10.58%,AmeriLife,6,100.00%,100.00%,100.00%,40%,20%,1099,$28.94,$30.88,$29.55,$29.74,43.19,B-,C,N/A,B+,B-,B-,N/A,6.35,60.90%,45.21%,57.41,8.70%,4.19%
BAMY,Brookstone Yield ETF,Multi-Asset,"$37,331,800","6,515",$26.30,false,False,false,false,-0.09%,-1.70%,-0.18%,5.38%,N/A,N/A,$0.0,$0.7974,$1.5998,$5.3275,$35.9252,$35.9252,n/a,2023-09-28,1.38%,$2.05,2025-02-28,$0.13,7.78%,Quarterly,0.74%,N/A,N/A,9.17%,4.99%,3.88%,4.32%,AmeriLife,6,100.01%,100.01%,100.01%,40%,20%,1099,$26.14,$26.80,N/A,N/A,41.99,B-,C,N/A,A-,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CGBL,Capital Group Core Balanced ETF,Multi-Asset,"$1,806,930,000","605,885",$31.39,false,False,false,false,0.77%,-3.27%,0.38%,9.66%,N/A,N/A,$16.244189,$90.940447,$417.037235,"$1,462.022486","$1,733.362595","$1,733.362595",n/a,2023-09-26,0.33%,$0.60,2024-12-26,$0.21,1.92%,Quarterly,1.37%,N/A,N/A,28.54%,12.34%,10.84%,10.89%,The Capital Group Companies,70,55.55%,63.06%,92.59%,40%,20%,1099,$30.69,$32.24,$31.25,$31.47,46.63,A,A-,N/A,B+,A-,B,N/A,6.22,6.39%,41.12%,83.05,9.75%,3.32%
CGIE,Capital Group International Equity ETF,Equity,"$404,802,000","156,977",$30.05,false,False,false,false,0.00%,1.73%,9.23%,4.43%,N/A,N/A,$0.0,$33.791262,$81.009167,$282.639381,$376.687955,$376.687955,n/a,2023-09-26,0.54%,$0.35,2024-12-26,$0.08,1.16%,Semi-Annually,0.78%,N/A,N/A,85.31%,18.08%,14.87%,13.45%,The Capital Group Companies,71,27.00%,36.60%,84.58%,40%,20%,1099,$29.15,$30.59,$29.96,$30.12,55.69,A-,B+,N/A,B,B+,B-,N/A,7.75,73.08%,93.37%,51.31,23.58%,6.34%
HELO,JPMorgan Hedged Equity Laddered Overlay ETF,Equity,"$2,751,680,000","390,646",$60.36,false,False,true,false,-0.21%,-5.18%,-2.71%,8.71%,N/A,N/A,-$42.38775,$94.3885,$591.4375,"$2,295.99625","$2,660.3555","$2,660.3555",Large Cap Blend Equities,2023-09-29,0.50%,$0.37,2024-12-24,$0.15,0.61%,Quarterly,2.71%,N/A,N/A,5.81%,11.42%,9.57%,9.09%,JPMorgan Chase,163,36.39%,43.34%,70.94%,40%,20%,1099,$59.38,$62.87,$60.13,$60.48,39.24,A,B+,N/A,C+,B+,B-,N/A,6.43,70.99%,48.57%,99.79,11.41%,8.62%
BETE,ProShares Bitcoin & Ether Equal Weight ETF,Currency,"$6,677,200","1,890",$54.34,false,False,true,false,0.42%,-22.04%,-27.78%,-19.04%,N/A,N/A,$0.0,$0.0,-$0.865223,$2.664487,$6.366404,$6.366404,Currency,2023-10-02,1.33%,$14.14,2025-03-03,$1.62,26.01%,Monthly,9.44%,N/A,N/A,126.34%,61.97%,55.64%,61.23%,Proshare Advisors LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,$48.83,$64.33,$54.04,$54.49,38.54,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BETH,ProShares Bitcoin & Ether Market Cap Weight ETF,Currency,"$12,367,900","2,666",$67.34,false,False,false,false,-0.56%,-17.07%,-16.77%,2.69%,N/A,N/A,$0.677175,$0.677175,$1.473066,$6.481234,$11.405574,$11.405574,Currency,2023-10-02,1.33%,$18.63,2025-03-03,$1.97,27.62%,Monthly,11.11%,N/A,N/A,147.15%,59.82%,48.55%,55.56%,Proshare Advisors LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,$62.66,$75.23,$67.20,$67.41,41.86,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BTOP,Bitwise Trendwise BTC/ETH and Treasuries Rotation Strategy ETF,Currency,"$4,270,300","3,431",$28.47,false,False,true,false,0.09%,0.28%,-18.72%,-10.62%,N/A,N/A,$0.0,$0.0,$0.0,-$0.81535,$4.572375,$4.572375,Currency,2023-10-02,0.90%,$20.82,2024-12-26,$20.82,73.11%,Annually,3.93%,N/A,N/A,71.04%,1.06%,29.18%,48.58%,"Bitwise Asset Management, Inc.",3,99.99%,99.99%,99.99%,40%,20%,1099,$28.40,$28.47,$28.45,$28.47,36.41,C+,B-,N/A,N/A,N/A,N/A,N/A,5.8,0.00%,31.90%,1.73,0.00%,0.00%
EALT,Innovator U.S. Equity 5 to 15 Buffer ETF - Quarterly,Equity,"$135,353,000","42,990",$31.20,false,False,false,false,-0.17%,-6.36%,-3.24%,7.88%,N/A,N/A,-$2.334075,$23.595325,$39.159965,$94.259048,$123.695677,$123.695677,n/a,2023-09-30,0.69%,$0.00,N/A,N/A,0.00%,Annually,1.57%,N/A,N/A,6.63%,11.66%,10.22%,10.21%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$30.53,$33.00,$31.08,$31.26,36.87,A-,B,N/A,B+,B,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOCT,Innovator Premium Income 9 Buffer ETF - October,Equity,"$14,218,800","2,182",$23.72,false,False,false,false,0.38%,-0.55%,0.60%,5.07%,N/A,N/A,$0.0,$0.0,$0.596023,$0.582413,$14.389304,$14.389304,n/a,2023-09-30,0.79%,$1.66,2025-02-28,$0.12,6.99%,Monthly,0.38%,N/A,N/A,4.18%,5.27%,3.81%,3.43%,Innovator,9,100.00%,100.00%,100.00%,40%,20%,1099,$23.47,$23.86,$23.69,$23.74,52.26,B-,B-,N/A,A,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOCT,Innovator Premium Income 15 Buffer ETF - October,Equity,"$19,012,000","3,102",$23.79,false,False,false,false,0.30%,-0.09%,0.78%,4.89%,N/A,N/A,$0.0,$0.0,$0.0,$0.59229,$19.130139,$19.130139,n/a,2023-09-30,0.79%,$1.43,2025-02-28,$0.10,6.03%,Monthly,0.35%,N/A,N/A,1.69%,3.07%,2.31%,2.27%,Innovator,9,99.99%,99.99%,99.99%,40%,20%,1099,$23.61,$23.83,$23.75,$23.82,56.03,B-,B-,N/A,A,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OCTD,Innovator Premium Income 10 Barrier ETF - October,Equity,"$4,782,800",774,$23.94,false,False,false,false,0.52%,-1.31%,0.23%,5.07%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$4.809331,$4.809331,n/a,2023-10-02,0.79%,$2.09,2024-12-31,$0.45,8.71%,Quarterly,0.44%,N/A,N/A,5.70%,8.37%,6.05%,5.19%,Innovator,5,100.01%,100.01%,100.01%,40%,20%,1099,$23.56,$24.25,N/A,N/A,49.56,C,B-,N/A,A,B,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OCTH,Innovator Premium Income 20 Barrier ETF - October,Equity,"$20,441,500","3,156",$24.09,false,False,false,false,0.44%,-0.41%,0.67%,5.37%,N/A,N/A,$0.0,$0.0,$1.199145,$1.14694,$20.353169,$20.353169,n/a,2023-10-02,0.79%,$1.78,2024-12-31,$0.38,7.38%,Quarterly,0.40%,N/A,N/A,0.99%,6.60%,4.67%,4.24%,Innovator,5,99.99%,99.99%,99.99%,40%,20%,1099,$23.78,$24.22,$24.09,$24.09,53.13,B-,B-,N/A,A,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OCTJ,Innovator Premium Income 30 Barrier ETF - October,Equity,"$22,886,300","2,667",$24.12,false,False,false,false,0.33%,0.08%,1.02%,5.10%,N/A,N/A,$0.0,$0.0,$0.0,-$0.049785,$22.689504,$22.689504,n/a,2023-10-02,0.79%,$1.50,2024-12-31,$0.31,6.20%,Quarterly,0.36%,N/A,N/A,4.77%,3.71%,2.74%,2.71%,Innovator,5,100.00%,100.00%,100.00%,40%,20%,1099,$23.91,$24.14,$24.12,$24.12,57.65,B-,B-,N/A,A,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OCTQ,Innovator Premium Income 40 Barrier ETF - October,Equity,"$14,426,300","2,682",$24.07,false,False,false,false,0.20%,0.09%,1.05%,4.63%,N/A,N/A,$1.20097,$1.20097,$1.20097,$2.38192,$14.356209,$14.356209,n/a,2023-10-02,0.79%,$1.29,2024-12-31,$0.26,5.38%,Annually,0.31%,N/A,N/A,1.38%,2.08%,1.95%,2.15%,Innovator,5,100.00%,100.00%,100.00%,40%,20%,1099,$23.92,$24.08,$24.07,$24.07,59.48,B-,B-,N/A,A,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZALT,Innovator U.S. Equity 10 Buffer ETF - Quarterly,Equity,"$427,038,000","148,523",$29.72,false,False,false,false,0.12%,-2.29%,-0.15%,8.77%,N/A,N/A,$1.483425,$50.72777,$113.699788,$321.604568,$409.599377,$409.599377,n/a,2023-10-02,0.69%,$0.00,N/A,N/A,0.00%,Annually,1.04%,N/A,N/A,3.27%,6.23%,5.14%,5.15%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$29.39,$30.30,$29.68,$29.74,42.96,A,B,N/A,A-,B+,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EETH,ProShares Ether ETF,Currency,"$46,520,500","91,608",$36.99,false,False,false,false,1.87%,-28.75%,-42.23%,-47.22%,N/A,N/A,$0.0,-$0.995064,$1.137244,$28.35682,$78.321641,$78.321641,Currency,2023-10-02,0.95%,$7.62,2025-03-03,$0.21,20.58%,Monthly,10.63%,N/A,N/A,72.14%,71.21%,76.32%,78.27%,Proshare Advisors LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,$31.57,$47.67,$36.55,$37.23,36.38,B+,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AETH,Bitwise Trendwise Ether and Treasuries Rotation Strategy ETF,Currency,"$6,270,900","3,969",$31.33,false,False,false,false,0.03%,-4.50%,-15.45%,-22.64%,N/A,N/A,$0.0,-$0.782375,-$0.782375,-$0.619575,$7.99015,$7.99015,Currency,2023-09-29,0.90%,$5.46,2024-12-26,$5.46,17.41%,Annually,4.98%,N/A,N/A,17.09%,16.08%,12.21%,53.49%,"Bitwise Asset Management, Inc.",3,100.00%,100.00%,100.00%,40%,20%,1099,$30.66,$32.05,$31.32,$31.34,31.8,C+,B-,N/A,N/A,N/A,N/A,N/A,5.85,0.00%,32.70%,1.73,0.00%,0.00%
FDCE,Foundations Dynamic Core ETF,Equity,"$8,540,500","10,375",$12.14,false,False,false,false,0.42%,-6.98%,-4.46%,4.04%,N/A,N/A,$0.303496,$6.459758,$6.154461,$7.156029,$7.564345,$7.564345,n/a,2023-10-03,0.79%,$0.08,2024-12-12,$0.08,0.65%,Annually,0.61%,N/A,N/A,18.66%,15.77%,13.91%,14.82%,Anfield Group,6,99.99%,99.99%,99.99%,40%,20%,1099,$11.79,$12.82,$12.12,$12.15,39.51,A-,B-,N/A,B,B,B-,N/A,6.16,10.46%,39.77%,100.27,7.76%,6.39%
FDGR,Foundations Dynamic Growth ETF,Equity,"$17,210,400","23,475",$12.99,false,False,false,false,0.42%,-9.21%,-5.97%,8.25%,N/A,N/A,-$0.000444,$15.310436,$15.312175,$14.376312,$14.413879,$14.413879,n/a,2023-10-02,0.79%,$0.00,2023-12-26,$0.01,0.00%,Annually,0.86%,N/A,N/A,85.88%,20.80%,18.66%,18.46%,Anfield Group,6,100.00%,100.00%,100.00%,40%,20%,1099,$12.46,$13.92,$12.92,$13.03,39.88,A,B-,N/A,C+,B,B-,N/A,6.24,13.31%,41.66%,47.76,8.08%,8.84%
FDVL,Foundations Dynamic Value ETF,Equity,"$2,057,800","47,692",$10.22,false,False,false,false,0.57%,-4.99%,-0.07%,5.81%,N/A,N/A,$0.25764,-$22.403616,-$18.372121,-$23.52165,$1.509099,$1.509099,n/a,2023-10-02,0.79%,$2.24,2024-12-30,$0.05,21.92%,N/A,0.45%,N/A,N/A,31.03%,15.25%,13.83%,13.12%,Anfield Group,8,99.99%,99.99%,99.99%,40%,20%,1099,$10.00,$10.65,$10.22,$10.22,44.08,A,B-,N/A,B,B+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMIZ,Zacks Small/Mid Cap ETF,Equity,"$110,153,000","31,592",$30.81,false,False,false,false,1.95%,-7.67%,-7.14%,-0.57%,N/A,N/A,$2.302297,-$1.34515,$19.717158,$86.762593,$111.491204,$111.491204,n/a,2023-10-03,0.56%,$0.52,2024-12-27,$0.52,1.68%,Annually,1.94%,N/A,N/A,20.26%,20.77%,19.33%,19.33%,Zacks,201,11.59%,16.23%,43.83%,40%,20%,1099,$29.30,$32.55,$30.63,$30.90,40.92,B+,B,N/A,C+,B-,C+,N/A,5.92,49.48%,34.64%,86.37,4.45%,4.97%
SOVF,Sovereign's Capital Flourish Fund,Equity,"$100,042,000","19,287",$30.03,false,False,false,false,0.37%,-7.88%,-2.34%,1.99%,N/A,N/A,$0.303051,$0.666212,$11.04738,$62.543046,$89.101443,$89.101443,n/a,2023-10-03,0.75%,$0.09,2024-12-27,$0.09,0.31%,Annually,1.43%,N/A,N/A,31.74%,16.53%,15.91%,16.92%,Sovereign's Capital Management LLC,81,27.46%,37.98%,84.54%,40%,20%,1099,$29.02,$32.13,$29.83,$30.15,40.98,B+,B-,N/A,B-,B-,B-,N/A,5.48,1.99%,27.39%,129.91,3.20%,4.48%
BUSA,Brandes U.S. Value ETF,Equity,"$218,516,000","45,954",$32.62,false,False,false,false,0.87%,-2.65%,3.23%,8.51%,N/A,N/A,$0.64294,$3.98036,$1.02904,$103.45242,$191.341226,$191.341226,n/a,2023-10-03,0.60%,$0.43,2024-12-30,$0.15,1.32%,Quarterly,1.44%,N/A,N/A,33.73%,15.36%,12.73%,13.06%,Brandes Worldwide Holdings,59,25.77%,37.13%,92.94%,40%,20%,1099,$31.90,$33.66,$32.51,$32.72,47.93,A-,B,N/A,B,B,B-,N/A,6.31,17.93%,43.80%,123.06,9.84%,1.74%
BINV,Brandes International ETF,Equity,"$192,730,000","25,908",$33.98,false,False,false,false,-0.15%,3.16%,13.91%,17.86%,N/A,N/A,$1.7121,$13.45315,$25.78415,$100.7494,$162.696774,$162.696774,n/a,2023-10-03,0.70%,$0.72,2024-12-30,$0.16,2.11%,Quarterly,1.44%,N/A,N/A,23.70%,17.73%,15.15%,13.58%,Brandes Worldwide Holdings,66,25.57%,35.39%,86.45%,40%,20%,1099,$32.55,$34.84,$33.91,$34.03,59.76,B+,B,N/A,B,B,B-,N/A,7.08,13.34%,75.56%,166.12,15.52%,5.78%
BSMC,Brandes U.S. Small-Mid Cap Value ETF,Equity,"$94,723,200","14,787",$29.79,false,False,false,false,0.03%,-4.37%,-2.14%,1.49%,N/A,N/A,$0.0,$1.22316,$15.92292,$51.7522,$87.340211,$87.340211,n/a,2023-10-03,0.70%,$0.31,2024-12-30,$0.09,1.05%,Quarterly,1.07%,N/A,N/A,29.92%,15.91%,13.89%,13.68%,Brandes Worldwide Holdings,70,29.71%,39.61%,84.70%,40%,20%,1099,$29.45,$31.05,$29.78,$29.81,42.54,B+,B,N/A,B-,B,B-,N/A,6.25,71.07%,42.11%,70.25,11.62%,2.46%
JTEK,JPMorgan U.S. Tech Leaders ETF,Equity,"$1,327,880,000","218,808",$70.87,false,False,false,false,1.29%,-14.24%,-6.34%,6.24%,N/A,N/A,$12.1985,$212.64225,$494.50475,"$1,049.45125","$1,294.11925","$1,294.11925",n/a,2023-10-04,0.65%,$0.00,N/A,N/A,0.00%,Annually,6.30%,N/A,N/A,139.56%,41.53%,34.23%,30.38%,JPMorgan Chase,62,35.22%,47.12%,94.94%,40%,20%,1099,$65.54,$79.15,$69.76,$71.45,42.25,A,B,N/A,C,B-,C,N/A,6.27,42.57%,42.46%,26.03,3.41%,3.31%
XRLX,FundX Investment Conservative ETF,Multi-Asset,"$53,437,100","2,225",$42.04,false,False,false,false,0.39%,-6.54%,-4.00%,5.93%,N/A,N/A,$0.0,$0.092457,-$0.376853,-$6.314955,-$13.775452,-$13.775452,n/a,2023-10-09,1.23%,$0.73,2024-12-31,$0.73,1.73%,Annually,1.88%,N/A,N/A,51.01%,17.09%,14.20%,12.65%,CI Financial,19,67.04%,91.71%,99.99%,40%,20%,1099,$40.73,$44.45,$41.84,$42.14,41.25,C+,C,N/A,B+,B-,B+,N/A,6.28,30.00%,42.80%,96.18,8.53%,6.12%
CGRO,CoreValues Alpha Greater China Growth ETF,Equity,"$9,119,800","1,280",$26.90,false,False,false,false,-1.72%,0.59%,17.44%,38.31%,N/A,N/A,$0.0,$0.0,$0.0,-$1.14788,$6.207988,$6.207988,n/a,2023-10-16,0.75%,$0.56,2024-12-23,$0.57,2.05%,Annually,2.59%,N/A,N/A,84.80%,41.26%,33.44%,34.30%,Tidal Financial Group,29,66.31%,81.42%,100.00%,40%,20%,1099,$24.96,$28.47,$26.83,$26.93,55.07,C,B-,N/A,C+,C+,B-,N/A,5.01,60.76%,21.49%,27.11,2.88%,0.66%
